year,datetime,stage,stadium,city,team_name,team_goals,playing_against,win_conditions,attendance,referee,assistant_1,assistant_2,round_id,match_id,win,response
1986,02 Jun 1986 - 12:00,Group A,Estadio Ol�mpico Universitario,Mexico City,Korea Republic,1,Argentina,NA,60000,SANCHEZ ARMINIO Victoriano (ESP),GONZALEZ ROA Gabriel (PAR),DIAZ PALACIO Jesus (COL),308,395,no,0
1986,16 Jun 1986 - 16:00,Round of 16,Cuauhtemoc,Puebla,Argentina,1,Uruguay,NA,26000,AGNOLIN Luigi (ITA),COURTNEY George (ENG),SILVA VALENTE Carlos Alberto (POR),309,398,yes,1
1986,16 Jun 1986 - 16:00,Round of 16,Cuauhtemoc,Puebla,Uruguay,0,Argentina,NA,26000,AGNOLIN Luigi (ITA),COURTNEY George (ENG),SILVA VALENTE Carlos Alberto (POR),309,398,no,0
1986,22 Jun 1986 - 16:00,Quarter-finals,Cuauhtemoc,Puebla,Spain,1,Belgium,Belgium win on penalties (4 - 5),45000,KIRSCHEN Siegfried (GER),CODESAL MENDEZ Edgardo (MEX),BRUMMEIER Horst (AUT),714,421,no,0
1986,22 Jun 1986 - 16:00,Quarter-finals,Cuauhtemoc,Puebla,Belgium,1,Spain,Belgium win on penalties (4 - 5),45000,KIRSCHEN Siegfried (GER),CODESAL MENDEZ Edgardo (MEX),BRUMMEIER Horst (AUT),714,421,yes,1
1986,28 Jun 1986 - 12:00,Match for third place,Cuauhtemoc,Puebla,France,4,Belgium,France win after extra time,21000,COURTNEY George (ENG),SILVA ARCE Hernan (CHI),AL SHARIF Jamal (SYR),3468,422,yes,1
1986,28 Jun 1986 - 12:00,Match for third place,Cuauhtemoc,Puebla,Belgium,2,France,France win after extra time,21000,COURTNEY George (ENG),SILVA ARCE Hernan (CHI),AL SHARIF Jamal (SYR),3468,422,no,0
1986,08 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Toluca,Iraq,1,Belgium,NA,20000,DIAZ PALACIO Jesus (COL),CHRISTOV Vojtech (TCH),SANCHEZ ARMINIO Victoriano (ESP),308,427,no,0
1986,08 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Toluca,Belgium,2,Iraq,NA,20000,DIAZ PALACIO Jesus (COL),CHRISTOV Vojtech (TCH),SANCHEZ ARMINIO Victoriano (ESP),308,427,yes,1
1986,03 Jun 1986 - 12:00,Group B,Estadio Azteca,Mexico City,Belgium,1,Mexico,NA,110000,ESPOSITO Carlos (ARG),SILVA VALENTE Carlos Alberto (POR),MENDEZ MOLINA Romulo (GUA),308,428,no,0
1986,03 Jun 1986 - 12:00,Group B,Estadio Azteca,Mexico City,Mexico,2,Belgium,NA,110000,ESPOSITO Carlos (ARG),SILVA VALENTE Carlos Alberto (POR),MENDEZ MOLINA Romulo (GUA),308,428,yes,1
1986,11 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Toluca,Paraguay,2,Belgium,NA,16000,DOTCHEV Bogdan (BUL),BENNACEUR Ali (TUN),SILVA ARCE Hernan (CHI),308,429,no,0
1986,11 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Toluca,Belgium,2,Paraguay,NA,16000,DOTCHEV Bogdan (BUL),BENNACEUR Ali (TUN),SILVA ARCE Hernan (CHI),308,429,yes,1
1986,15 Jun 1986 - 16:00,Round of 16,Nou Camp - Estadio Le�n,Leon,Soviet Union,3,Belgium,Belgium win after extra time,32277,FREDRIKSSON Erik (SWE),SANCHEZ ARMINIO Victoriano (ESP),SOCHA David (USA),309,432,no,0
1986,15 Jun 1986 - 16:00,Round of 16,Nou Camp - Estadio Le�n,Leon,Belgium,4,Soviet Union,Belgium win after extra time,32277,FREDRIKSSON Erik (SWE),SANCHEZ ARMINIO Victoriano (ESP),SOCHA David (USA),309,432,yes,1
1986,01 Jun 1986 - 12:00,Group D,Jalisco,Guadalajara,Spain,0,Brazil,NA,35748,BAMBRIDGE Christopher (AUS),SOCHA David (USA),KEIZER Jan (NED),308,439,no,0
1986,01 Jun 1986 - 12:00,Group D,Jalisco,Guadalajara,Brazil,1,Spain,NA,35748,BAMBRIDGE Christopher (AUS),SOCHA David (USA),KEIZER Jan (NED),308,439,yes,1
1986,21 Jun 1986 - 12:00,Quarter-finals,Jalisco,Guadalajara,Brazil,1,France,France win on penalties (3 - 4),65000,IGNA Ioan (ROU),NEMETH Lajos (HUN),CHRISTOV Vojtech (TCH),714,440,no,0
1986,21 Jun 1986 - 12:00,Quarter-finals,Jalisco,Guadalajara,France,1,Brazil,France win on penalties (3 - 4),65000,IGNA Ioan (ROU),NEMETH Lajos (HUN),CHRISTOV Vojtech (TCH),714,440,yes,1
1986,12 Jun 1986 - 12:00,Group D,Jalisco,Guadalajara,Northern Ireland,0,Brazil,NA,51000,KIRSCHEN Siegfried (GER),TRAORE Idrissa (MLI),COURTNEY George (ENG),308,441,no,0
1986,12 Jun 1986 - 12:00,Group D,Jalisco,Guadalajara,Brazil,3,Northern Ireland,NA,51000,KIRSCHEN Siegfried (GER),TRAORE Idrissa (MLI),COURTNEY George (ENG),308,441,yes,1
1986,16 Jun 1986 - 12:00,Round of 16,Jalisco,Guadalajara,Brazil,4,Poland,NA,45000,ROTH Volker (GER),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),309,444,yes,1
1986,16 Jun 1986 - 12:00,Round of 16,Jalisco,Guadalajara,Poland,0,Brazil,NA,45000,ROTH Volker (GER),MARQUEZ RAMIREZ Antonio (MEX),SNODDY Alan (NIR),309,444,no,0
1986,31 May 1986 - 12:00,Group A,Estadio Azteca,Mexico City,Bulgaria,1,Italy,NA,96000,FREDRIKSSON Erik (SWE),CODESAL MENDEZ Edgardo (MEX),ROTH Volker (GER),308,459,no,0
1986,31 May 1986 - 12:00,Group A,Estadio Azteca,Mexico City,Italy,1,Bulgaria,NA,96000,FREDRIKSSON Erik (SWE),CODESAL MENDEZ Edgardo (MEX),ROTH Volker (GER),308,459,yes,1
1986,05 Jun 1986 - 16:00,Group A,Estadio Ol�mpico Universitario,Mexico City,Korea Republic,1,Bulgaria,NA,45000,AL SHANAR Fallaj Khuzam (KSA),IGNA Ioan (ROU),BUTENKO Valeri (RUS),308,460,no,0
1986,05 Jun 1986 - 16:00,Group A,Estadio Ol�mpico Universitario,Mexico City,Bulgaria,1,Korea Republic,NA,45000,AL SHANAR Fallaj Khuzam (KSA),IGNA Ioan (ROU),BUTENKO Valeri (RUS),308,460,yes,1
1986,15 Jun 1986 - 12:00,Round of 16,Estadio Azteca,Mexico City,Mexico,2,Bulgaria,NA,114580,ARPPI FILHO Romualdo (BRA),MENDEZ MOLINA Romulo (GUA),IGNA Ioan (ROU),309,463,yes,1
1986,15 Jun 1986 - 12:00,Round of 16,Estadio Azteca,Mexico City,Bulgaria,0,Mexico,NA,114580,ARPPI FILHO Romualdo (BRA),MENDEZ MOLINA Romulo (GUA),IGNA Ioan (ROU),309,463,no,0
1986,01 Jun 1986 - 16:00,Group C,Nou Camp - Estadio Le�n,Leon,Canada,0,France,NA,65500,SILVA ARCE Hernan (CHI),MENDEZ MOLINA Romulo (GUA),ULLOA MORERA Berny (CRC),308,468,no,0
1986,01 Jun 1986 - 16:00,Group C,Nou Camp - Estadio Le�n,Leon,France,1,Canada,NA,65500,SILVA ARCE Hernan (CHI),MENDEZ MOLINA Romulo (GUA),ULLOA MORERA Berny (CRC),308,468,yes,1
1986,06 Jun 1986 - 12:00,Group C,Estadio Irapuato,Irapuato,Hungary,2,Canada,NA,13800,AL SHARIF Jamal (SYR),PETROVIC Zoran (SRB),BAMBRIDGE Christopher (AUS),308,475,yes,1
1986,06 Jun 1986 - 12:00,Group C,Estadio Irapuato,Irapuato,Canada,0,Hungary,NA,13800,AL SHARIF Jamal (SYR),PETROVIC Zoran (SRB),BAMBRIDGE Christopher (AUS),308,475,no,0
1986,09 Jun 1986 - 12:00,Group C,Estadio Irapuato,Irapuato,Soviet Union,2,Canada,NA,14200,TRAORE Idrissa (MLI),AL SHANAR Fallaj Khuzam (KSA),GONZALEZ ROA Gabriel (PAR),308,476,yes,1
1986,09 Jun 1986 - 12:00,Group C,Estadio Irapuato,Irapuato,Canada,0,Soviet Union,NA,14200,TRAORE Idrissa (MLI),AL SHANAR Fallaj Khuzam (KSA),GONZALEZ ROA Gabriel (PAR),308,476,no,0
1986,18 Jun 1986 - 16:00,Round of 16,Estadio Corregidora,Queretaro,Denmark,1,Spain,NA,38500,KEIZER Jan (NED),BENNACEUR Ali (TUN),DOTCHEV Bogdan (BUL),309,511,no,0
1986,18 Jun 1986 - 16:00,Round of 16,Estadio Corregidora,Queretaro,Spain,5,Denmark,NA,38500,KEIZER Jan (NED),BENNACEUR Ali (TUN),DOTCHEV Bogdan (BUL),309,511,yes,1
1986,13 Jun 1986 - 12:00,Group E,Estadio Corregidora,Queretaro,Denmark,2,Germany FR,NA,36000,PONNET Alexis (BEL),BAMBRIDGE Christopher (AUS),FREDRIKSSON Erik (SWE),308,512,yes,1
1986,13 Jun 1986 - 12:00,Group E,Estadio Corregidora,Queretaro,Germany FR,0,Denmark,NA,36000,PONNET Alexis (BEL),BAMBRIDGE Christopher (AUS),FREDRIKSSON Erik (SWE),308,512,no,0
1986,04 Jun 1986 - 16:00,Group E,Neza,Nezahualcoyotl,Scotland,0,Denmark,NA,18000,NEMETH Lajos (HUN),KIRSCHEN Siegfried (GER),AL SHANAR Fallaj Khuzam (KSA),308,517,no,0
1986,04 Jun 1986 - 16:00,Group E,Neza,Nezahualcoyotl,Denmark,1,Scotland,NA,18000,NEMETH Lajos (HUN),KIRSCHEN Siegfried (GER),AL SHANAR Fallaj Khuzam (KSA),308,517,yes,1
1986,08 Jun 1986 - 16:00,Group E,Neza,Nezahualcoyotl,Denmark,6,Uruguay,NA,26500,MARQUEZ RAMIREZ Antonio (MEX),KEIZER Jan (NED),ARPPI FILHO Romualdo (BRA),308,522,yes,1
1986,08 Jun 1986 - 16:00,Group E,Neza,Nezahualcoyotl,Uruguay,1,Denmark,NA,26500,MARQUEZ RAMIREZ Antonio (MEX),KEIZER Jan (NED),ARPPI FILHO Romualdo (BRA),308,522,no,0
1986,06 Jun 1986 - 16:00,Group F,Tecnologico,Monterrey,England,0,Morocco,NA,20200,GONZALEZ ROA Gabriel (PAR),ESPOSITO Carlos (ARG),KIRSCHEN Siegfried (GER),308,533,no,0
1986,06 Jun 1986 - 16:00,Group F,Tecnologico,Monterrey,Morocco,0,England,NA,20200,GONZALEZ ROA Gabriel (PAR),ESPOSITO Carlos (ARG),KIRSCHEN Siegfried (GER),308,533,yes,1
1986,18 Jun 1986 - 12:00,Round of 16,Estadio Azteca,Mexico City,England,3,Paraguay,NA,98728,AL SHARIF Jamal (SYR),PONNET Alexis (BEL),AL SHANAR Fallaj Khuzam (KSA),309,536,yes,1
1986,18 Jun 1986 - 12:00,Round of 16,Estadio Azteca,Mexico City,Paraguay,0,England,NA,98728,AL SHARIF Jamal (SYR),PONNET Alexis (BEL),AL SHANAR Fallaj Khuzam (KSA),309,536,no,0
1986,11 Jun 1986 - 16:00,Group F,Tecnologico,Monterrey,England,3,Poland,NA,22700,DAINA Andre (SUI),BRUMMEIER Horst (AUT),CHRISTOV Vojtech (TCH),308,537,yes,1
1986,11 Jun 1986 - 16:00,Group F,Tecnologico,Monterrey,Poland,0,England,NA,22700,DAINA Andre (SUI),BRUMMEIER Horst (AUT),CHRISTOV Vojtech (TCH),308,537,no,0
1986,03 Jun 1986 - 16:00,Group F,Tecnologico,Monterrey,Portugal,1,England,NA,23000,ROTH Volker (GER),DOTCHEV Bogdan (BUL),AL SHARIF Jamal (SYR),308,538,yes,1
1986,03 Jun 1986 - 16:00,Group F,Tecnologico,Monterrey,England,0,Portugal,NA,23000,ROTH Volker (GER),DOTCHEV Bogdan (BUL),AL SHARIF Jamal (SYR),308,538,no,0
1986,07 Jun 1986 - 12:00,Group D,Tres de Marzo,Guadalajara,Northern Ireland,1,Spain,NA,28000,BRUMMEIER Horst (AUT),AGNOLIN Luigi (ITA),NEMETH Lajos (HUN),308,551,no,0
1986,07 Jun 1986 - 12:00,Group D,Tres de Marzo,Guadalajara,Spain,2,Northern Ireland,NA,28000,BRUMMEIER Horst (AUT),AGNOLIN Luigi (ITA),NEMETH Lajos (HUN),308,551,yes,1
1986,25 Jun 1986 - 12:00,Semi-finals,Jalisco,Guadalajara,France,0,Germany FR,NA,45000,AGNOLIN Luigi (ITA),PETROVIC Zoran (SRB),NEMETH Lajos (HUN),3469,564,no,0
1986,25 Jun 1986 - 12:00,Semi-finals,Jalisco,Guadalajara,Germany FR,2,France,NA,45000,AGNOLIN Luigi (ITA),PETROVIC Zoran (SRB),NEMETH Lajos (HUN),3469,564,yes,1
1986,09 Jun 1986 - 12:00,Group C,Nou Camp - Estadio Le�n,Leon,Hungary,0,France,NA,31420,SILVA VALENTE Carlos Alberto (POR),PONNET Alexis (BEL),DAINA Andre (SUI),308,567,no,0
1986,09 Jun 1986 - 12:00,Group C,Nou Camp - Estadio Le�n,Leon,France,3,Hungary,NA,31420,SILVA VALENTE Carlos Alberto (POR),PONNET Alexis (BEL),DAINA Andre (SUI),308,567,yes,1
1986,17 Jun 1986 - 12:00,Round of 16,Estadio Ol�mpico Universitario,Mexico City,Italy,0,France,NA,70000,ESPOSITO Carlos (ARG),MARTINEZ BAZAN Jose Luis (URU),DIAZ PALACIO Jesus (COL),309,568,no,0
1986,17 Jun 1986 - 12:00,Round of 16,Estadio Ol�mpico Universitario,Mexico City,France,2,Italy,NA,70000,ESPOSITO Carlos (ARG),MARTINEZ BAZAN Jose Luis (URU),DIAZ PALACIO Jesus (COL),309,568,yes,1
1986,05 Jun 1986 - 12:00,Group C,Nou Camp - Estadio Le�n,Leon,France,1,Soviet Union,NA,36540,ARPPI FILHO Romualdo (BRA),SANCHEZ ARMINIO Victoriano (ESP),TAKADA Shizuo (JPN),308,571,no,0
1986,05 Jun 1986 - 12:00,Group C,Nou Camp - Estadio Le�n,Leon,Soviet Union,1,France,NA,36540,ARPPI FILHO Romualdo (BRA),SANCHEZ ARMINIO Victoriano (ESP),TAKADA Shizuo (JPN),308,571,yes,1
1986,17 Jun 1986 - 16:00,Round of 16,Estadio Universitario,Monterrey,Morocco,0,Germany FR,NA,19800,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),BRUMMEIER Horst (AUT),309,574,no,0
1986,17 Jun 1986 - 16:00,Round of 16,Estadio Universitario,Monterrey,Germany FR,1,Morocco,NA,19800,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),BRUMMEIER Horst (AUT),309,574,yes,1
1986,21 Jun 1986 - 16:00,Quarter-finals,Estadio Universitario,Monterrey,Germany FR,0,Mexico,Germany FR win on penalties (4 - 1),41700,DIAZ PALACIO Jesus (COL),BAMBRIDGE Christopher (AUS),SNODDY Alan (NIR),714,575,no,0
1986,21 Jun 1986 - 16:00,Quarter-finals,Estadio Universitario,Monterrey,Mexico,0,Germany FR,Germany FR win on penalties (4 - 1),41700,DIAZ PALACIO Jesus (COL),BAMBRIDGE Christopher (AUS),SNODDY Alan (NIR),714,575,yes,1
1986,08 Jun 1986 - 12:00,Group E,Estadio Corregidora,Queretaro,Germany FR,2,Scotland,NA,30000,IGNA Ioan (ROU),DOTCHEV Bogdan (BUL),SNODDY Alan (NIR),308,580,yes,1
1986,08 Jun 1986 - 12:00,Group E,Estadio Corregidora,Queretaro,Scotland,1,Germany FR,NA,30000,IGNA Ioan (ROU),DOTCHEV Bogdan (BUL),SNODDY Alan (NIR),308,580,no,0
1986,04 Jun 1986 - 12:00,Group E,Estadio Corregidora,Queretaro,Uruguay,1,Germany FR,NA,30500,CHRISTOV Vojtech (TCH),SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),308,585,no,0
1986,04 Jun 1986 - 12:00,Group E,Estadio Corregidora,Queretaro,Germany FR,1,Uruguay,NA,30500,CHRISTOV Vojtech (TCH),SILVA ARCE Hernan (CHI),SILVA VALENTE Carlos Alberto (POR),308,585,yes,1
1986,02 Jun 1986 - 12:00,Group C,Estadio Irapuato,Irapuato,Soviet Union,6,Hungary,NA,16500,AGNOLIN Luigi (ITA),COURTNEY George (ENG),BRUMMEIER Horst (AUT),308,610,yes,1
1986,02 Jun 1986 - 12:00,Group C,Estadio Irapuato,Irapuato,Hungary,0,Soviet Union,NA,16500,AGNOLIN Luigi (ITA),COURTNEY George (ENG),BRUMMEIER Horst (AUT),308,610,no,0
1986,11 Jun 1986 - 12:00,Group B,Estadio Azteca,Mexico City,Iraq,0,Mexico,NA,103763,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),AGNOLIN Luigi (ITA),308,627,no,0
1986,11 Jun 1986 - 12:00,Group B,Estadio Azteca,Mexico City,Mexico,1,Iraq,NA,103763,PETROVIC Zoran (SRB),NEMETH Lajos (HUN),AGNOLIN Luigi (ITA),308,627,yes,1
1986,04 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Toluca,Paraguay,1,Iraq,NA,24000,PICON-ACKONG Edwin (MRI),ULLOA MORERA Berny (CRC),SOCHA David (USA),308,628,yes,1
1986,04 Jun 1986 - 12:00,Group B,Bombonera - Estadio Nemesio Diez,Toluca,Iraq,0,Paraguay,NA,24000,PICON-ACKONG Edwin (MRI),ULLOA MORERA Berny (CRC),SOCHA David (USA),308,628,no,0
1986,10 Jun 1986 - 12:00,Group A,Cuauhtemoc,Puebla,Korea Republic,2,Italy,NA,20000,SOCHA David (USA),URREA Joaquin (MEX),AL SHARIF Jamal (SYR),308,643,no,0
1986,10 Jun 1986 - 12:00,Group A,Cuauhtemoc,Puebla,Italy,3,Korea Republic,NA,20000,SOCHA David (USA),URREA Joaquin (MEX),AL SHARIF Jamal (SYR),308,643,yes,1
1986,02 Jun 1986 - 16:00,Group F,Estadio Universitario,Monterrey,Morocco,0,Poland,NA,19900,MARTINEZ BAZAN Jose Luis (URU),QUINIOU Joel (FRA),TRAORE Idrissa (MLI),308,674,no,0
1986,02 Jun 1986 - 16:00,Group F,Estadio Universitario,Monterrey,Poland,0,Morocco,NA,19900,MARTINEZ BAZAN Jose Luis (URU),QUINIOU Joel (FRA),TRAORE Idrissa (MLI),308,674,yes,1
1986,11 Jun 1986 - 16:00,Group F,Tres de Marzo,Guadalajara,Portugal,1,Morocco,NA,28000,SNODDY Alan (NIR),BUTENKO Valeri (RUS),ROTH Volker (GER),308,675,no,0
1986,11 Jun 1986 - 16:00,Group F,Tres de Marzo,Guadalajara,Morocco,3,Portugal,NA,28000,SNODDY Alan (NIR),BUTENKO Valeri (RUS),ROTH Volker (GER),308,675,yes,1
1986,07 Jun 1986 - 12:00,Group B,Estadio Azteca,Mexico City,Mexico,1,Paraguay,NA,114600,COURTNEY George (ENG),FREDRIKSSON Erik (SWE),IGNA Ioan (ROU),308,680,no,0
1986,07 Jun 1986 - 12:00,Group B,Estadio Azteca,Mexico City,Paraguay,1,Mexico,NA,114600,COURTNEY George (ENG),FREDRIKSSON Erik (SWE),IGNA Ioan (ROU),308,680,yes,1
1986,07 Jun 1986 - 16:00,Group F,Estadio Universitario,Monterrey,Poland,1,Portugal,NA,19915,BENNACEUR Ali (TUN),PICON-ACKONG Edwin (MRI),TAKADA Shizuo (JPN),308,701,yes,1
1986,07 Jun 1986 - 16:00,Group F,Estadio Universitario,Monterrey,Portugal,0,Poland,NA,19915,BENNACEUR Ali (TUN),PICON-ACKONG Edwin (MRI),TAKADA Shizuo (JPN),308,701,no,0
1986,13 Jun 1986 - 12:00,Group E,Neza,Nezahualcoyotl,Scotland,0,Uruguay,NA,20000,QUINIOU Joel (FRA),DIAZ PALACIO Jesus (COL),BENNACEUR Ali (TUN),308,712,no,0
1986,13 Jun 1986 - 12:00,Group E,Neza,Nezahualcoyotl,Uruguay,0,Scotland,NA,20000,QUINIOU Joel (FRA),DIAZ PALACIO Jesus (COL),BENNACEUR Ali (TUN),308,712,yes,1
1982,21 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Oviedo,Algeria,0,Austria,NA,22000,BOSKOVIC Tony (AUS),CHRISTOV Vojtech (TCH),AL DOY Ebrahim (BHR),293,739,no,0
1982,21 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Oviedo,Austria,2,Algeria,NA,22000,BOSKOVIC Tony (AUS),CHRISTOV Vojtech (TCH),AL DOY Ebrahim (BHR),293,739,yes,1
1982,24 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Oviedo,Algeria,3,Chile,NA,16000,MENDEZ MOLINA Romulo (GUA),FREDRIKSSON Erik (SWE),COELHO Arnaldo (BRA),293,740,yes,1
1982,24 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Oviedo,Chile,2,Algeria,NA,16000,MENDEZ MOLINA Romulo (GUA),FREDRIKSSON Erik (SWE),COELHO Arnaldo (BRA),293,740,no,0
1982,16 Jun 1982 - 17:15,Group 2,El Molinon,Gijon,Germany FR,1,Algeria,NA,42000,LABO REVOREDO Enrique (PER),ARISTIZABAL MURCIA Gilberto (COL),CASARIN Paolo (ITA),293,741,no,0
1982,16 Jun 1982 - 17:15,Group 2,El Molinon,Gijon,Algeria,2,Germany FR,NA,42000,LABO REVOREDO Enrique (PER),ARISTIZABAL MURCIA Gilberto (COL),CASARIN Paolo (ITA),293,741,yes,1
1982,13 Jun 1982 - 20:00,Group 3,Camp Nou,Barcelona,Argentina,0,Belgium,NA,95000,CHRISTOV Vojtech (TCH),PALOTAI Karoly (HUN),JARGUZ Alojzy (POL),293,749,no,0
1982,13 Jun 1982 - 20:00,Group 3,Camp Nou,Barcelona,Belgium,1,Argentina,NA,95000,CHRISTOV Vojtech (TCH),PALOTAI Karoly (HUN),JARGUZ Alojzy (POL),293,749,yes,1
1982,02 Jul 1982 - 17:15,Group 3,Sarria,Barcelona,Argentina,1,Brazil,NA,44000,RUBIO VAZQUEZ Mario (MEX),ARISTIZABAL MURCIA Gilberto (COL),CASTRO Gaston (CHI),294,750,no,0
1982,02 Jul 1982 - 17:15,Group 3,Sarria,Barcelona,Brazil,3,Argentina,NA,44000,RUBIO VAZQUEZ Mario (MEX),ARISTIZABAL MURCIA Gilberto (COL),CASTRO Gaston (CHI),294,750,yes,1
1982,23 Jun 1982 - 21:00,Group 3,Jose Rico Perez,Alicante,Argentina,2,El Salvador,NA,32500,BARRANCOS Luis (BOL),LAMO CASTILLO Augusto (ESP),LACARNE Belaid (ALG),293,751,yes,1
1982,23 Jun 1982 - 21:00,Group 3,Jose Rico Perez,Alicante,El Salvador,0,Argentina,NA,32500,BARRANCOS Luis (BOL),LAMO CASTILLO Augusto (ESP),LACARNE Belaid (ALG),293,751,no,0
1982,18 Jun 1982 - 21:00,Group 3,Jose Rico Perez,Alicante,Argentina,4,Hungary,NA,32093,LACARNE Belaid (ALG),VAUTROT Michel (FRA),RAINEA Nicolae (ROU),293,752,yes,1
1982,18 Jun 1982 - 21:00,Group 3,Jose Rico Perez,Alicante,Hungary,1,Argentina,NA,32093,LACARNE Belaid (ALG),VAUTROT Michel (FRA),RAINEA Nicolae (ROU),293,752,no,0
1982,29 Jun 1982 - 17:15,Group 3,Sarria,Barcelona,Italy,2,Argentina,NA,43000,RAINEA Nicolae (ROU),GALLER Bruno (SUI),LACARNE Belaid (ALG),294,753,yes,1
1982,29 Jun 1982 - 17:15,Group 3,Sarria,Barcelona,Argentina,1,Italy,NA,43000,RAINEA Nicolae (ROU),GALLER Bruno (SUI),LACARNE Belaid (ALG),294,753,no,0
1982,17 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Oviedo,Chile,0,Austria,NA,22500,CARDELLINO DE SAN VICENTE Juan (URU),CASARIN Paolo (ITA),ARISTIZABAL MURCIA Gilberto (COL),293,764,no,0
1982,17 Jun 1982 - 17:15,Group 2,Carlos Tartiere,Oviedo,Austria,1,Chile,NA,22500,CARDELLINO DE SAN VICENTE Juan (URU),CASARIN Paolo (ITA),ARISTIZABAL MURCIA Gilberto (COL),293,764,yes,1
1982,28 Jun 1982 - 17:15,Group 4,Vicente Calderon,Madrid,Austria,0,France,NA,37000,PALOTAI Karoly (HUN),CHRISTOV Vojtech (TCH),MATOVINOVIC Damir (CRO),294,767,no,0
1982,28 Jun 1982 - 17:15,Group 4,Vicente Calderon,Madrid,France,1,Austria,NA,37000,PALOTAI Karoly (HUN),CHRISTOV Vojtech (TCH),MATOVINOVIC Damir (CRO),294,767,yes,1
1982,25 Jun 1982 - 17:15,Group 2,El Molinon,Gijon,Germany FR,1,Austria,NA,41000,VALENTINE Robert (SCO),AL DOY Ebrahim (BHR),COELHO Arnaldo (BRA),293,770,yes,1
1982,25 Jun 1982 - 17:15,Group 2,El Molinon,Gijon,Austria,0,Germany FR,NA,41000,VALENTINE Robert (SCO),AL DOY Ebrahim (BHR),COELHO Arnaldo (BRA),293,770,no,0
1982,01 Jul 1982 - 17:15,Group 4,Vicente Calderon,Madrid,Austria,2,Northern Ireland,NA,20000,PROKOP Adolf (GDR),FREDRIKSSON Erik (SWE),ESCHWEILER Walter (GER),294,771,no,0
1982,01 Jul 1982 - 17:15,Group 4,Vicente Calderon,Madrid,Northern Ireland,2,Austria,NA,20000,PROKOP Adolf (GDR),FREDRIKSSON Erik (SWE),ESCHWEILER Walter (GER),294,771,yes,1
1982,19 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Elche,Belgium,1,El Salvador,NA,15000,MOFFATT Malcolm (NIR),CASTRO Gaston (CHI),JARGUZ Alojzy (POL),293,774,yes,1
1982,19 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Elche,El Salvador,0,Belgium,NA,15000,MOFFATT Malcolm (NIR),CASTRO Gaston (CHI),JARGUZ Alojzy (POL),293,774,no,0
1982,22 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Elche,Belgium,1,Hungary,NA,37000,WHITE Clive (ENG),ESCHWEILER Walter (GER),LACARNE Belaid (ALG),293,779,no,0
1982,22 Jun 1982 - 21:00,Group 3,Nuevo Estadio,Elche,Hungary,1,Belgium,NA,37000,WHITE Clive (ENG),ESCHWEILER Walter (GER),LACARNE Belaid (ALG),293,779,yes,1
1982,28 Jun 1982 - 21:00,Group 1,Camp Nou,Barcelona,Poland,3,Belgium,NA,65000,SILES Jesus Paulino (CRC),LABO REVOREDO Enrique (PER),CASTRO Gaston (CHI),294,782,yes,1
1982,28 Jun 1982 - 21:00,Group 1,Camp Nou,Barcelona,Belgium,0,Poland,NA,65000,SILES Jesus Paulino (CRC),LABO REVOREDO Enrique (PER),CASTRO Gaston (CHI),294,782,no,0
1982,01 Jul 1982 - 21:00,Group 1,Camp Nou,Barcelona,Belgium,0,Soviet Union,NA,45000,VAUTROT Michel (FRA),CORVER Charles (NED),GARRIDO Antonio (POR),294,783,no,0
1982,01 Jul 1982 - 21:00,Group 1,Camp Nou,Barcelona,Soviet Union,1,Belgium,NA,45000,VAUTROT Michel (FRA),CORVER Charles (NED),GARRIDO Antonio (POR),294,783,yes,1
1982,05 Jul 1982 - 17:15,Group 3,Sarria,Barcelona,Italy,3,Brazil,NA,44000,KLEIN Abraham (ISR),CHAN Thomson Tam Sun (HKG),DOTCHEV Bogdan (BUL),294,788,yes,1
1982,05 Jul 1982 - 17:15,Group 3,Sarria,Barcelona,Brazil,2,Italy,NA,44000,KLEIN Abraham (ISR),CHAN Thomson Tam Sun (HKG),DOTCHEV Bogdan (BUL),294,788,no,0
1982,23 Jun 1982 - 21:00,Group 6,Benito Villamarin,Seville,Brazil,4,New Zealand,NA,43000,MATOVINOVIC Damir (CRO),KLEIN Abraham (ISR),CORVER Charles (NED),293,789,yes,1
